Time,Message
2025-07-21 17:20:03, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_5305E50E组的请求
2025-07-21 17:20:07, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_D5C92693组
2025-07-21 17:20:07, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_9E201EC0组的请求
2025-07-21 17:20:08, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_9E201EC0组
2025-07-21 17:20:08, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_D5C92693组的请求
2025-07-21 17:20:11, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_9E201EC0组的请求
2025-07-21 17:20:13, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_9E201EC0组
2025-07-21 17:20:16, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_5305E50E组
2025-07-21 17:20:16, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_9E201EC0组的请求
2025-07-21 17:20:24, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_9E201EC0组
2025-07-21 17:20:24, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_5305E50E组的请求
2025-07-21 17:20:30, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_D5C92693组
2025-07-21 17:20:30, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_9E201EC0组的请求
2025-07-21 17:21:30, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新input组
2025-07-21 17:21:30, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_D5C92693组的请求
2025-07-21 17:22:16, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_5305E50E组
2025-07-21 17:22:16, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新input组的请求
2025-07-21 17:25:15, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_9E201EC0组
2025-07-21 17:25:15, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_5305E50E组的请求
2025-07-21 17:25:16, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_D5C92693组
2025-07-21 17:25:16, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_9E201EC0组的请求
2025-07-21 17:25:19, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_D5C92693组的请求
2025-07-21 17:30:21, 成功读取配置文件:D:\KupaKuper_HMI\DeviceMode\测试设备3/Config.json
2025-07-21 17:30:21, 执行配置文件数据分组和初始化
2025-07-21 17:30:21, 开始构建通讯连接
2025-07-21 17:30:21, 构建通讯连接,根据配置使用OpcUa协议进行通讯
2025-07-21 17:30:21, 打开循环任务列表
2025-07-21 17:35:28, 成功读取配置文件:D:\KupaKuper_HMI\DeviceMode\测试设备3/Config.json
2025-07-21 17:35:28, 执行配置文件数据分组和初始化
2025-07-21 17:35:28, 开始构建通讯连接
2025-07-21 17:35:28, 构建通讯连接,根据配置使用OpcUa协议进行通讯
2025-07-21 17:35:28, 打开循环任务列表
2025-07-21 17:38:32, 成功读取配置文件:D:\KupaKuper_HMI\DeviceMode\测试设备3/Config.json
2025-07-21 17:38:32, 执行配置文件数据分组和初始化
2025-07-21 17:38:32, 开始构建通讯连接
2025-07-21 17:38:32, 构建通讯连接,根据配置使用OpcUa协议进行通讯
2025-07-21 17:38:32, 打开循环任务列表
